Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Tay Z.Y.","23006904500;","Energy extraction from an articulated plate anti-motion device of a very large floating structure under irregular waves",2019,"Renewable Energy","130",,,"206","222",,,"10.1016/j.renene.2018.06.044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048795424&doi=10.1016%2fj.renene.2018.06.044&partnerID=40&md5=bfc2de985bea9a848d3ddb9c494e9c00","The deformation of a very large floating structure (VLFS) under wave action is termed hydroelastic response and can be mitigated by using various types of anti-motion devices to enhance the structures’ workability. This paper focuses on the energy extraction from an articulated plate anti-motion device that is connected to a VLFS by hinges. The aim of the paper is to study the feasibility of the articulated-plate to function both as an anti-motion device and a wave energy converter such that the hydroelastic response of the VLFS can be reduced and at the same time a substantial amount of wave energy can be generated to power the VLFS. The results show interesting findings on the energy generation by the articulated plate where it was found that the energy generation of the articulated plate and its efficiency as an anti-motion device depend significantly on the length of the articulated plate. The results obtained from the irregular wave show that under a certain combination of significant wave height and wave peak period, (Hs−Tp), it is possible to enhance the workability of the VLFS and ensuring that the VLFS is self-sustained out of renewable sources of energy. © 2018 Elsevier Ltd","Anti-motion device; Energy recovery; Hydroelastic response; Irregular wave; Very large floating structure; Wave energy converter",Article,,Scopus,2-s2.0-85048795424
"Hayrapetyan D.B., Bleyan Y.Y., Baghdasaryan D.A., Sarkisyan H.A., Baskoutas S., Kazaryan E.M.","23018791600;57203302599;36054367700;6603634456;22990705300;7003716943;","Biexciton, negative and positive trions in strongly oblate ellipsoidal quantum dot",2019,"Physica E: Low-Dimensional Systems and Nanostructures","105",,,"47","55",,,"10.1016/j.physe.2018.08.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053444055&doi=10.1016%2fj.physe.2018.08.017&partnerID=40&md5=6c4d21b52585487c4b005924abb85aad","The biexciton, negative and positive trion states in strongly oblate ellipsoidal quantum dot are investigated in the framework of variational method and Heisenberg's uncertainty principle. Because of the oblate geometry of the quantum dot, the exciton complexes are considered as quasi-two-dimensional. The trial wave function for the biexciton and trions are constructed on the base of one-particle wave functions, which are obtained within the framework of adiabatic approximation. The dependencies of the energies and binding energies for the biexciton, negative and positive trions on the geometrical parameters of ellipsoidal quantum dot and ratio of the effective masses of the electron and hole are obtained. The recombination energies for the biexciton, negative and positive trions are considered as a function of the strongly oblate ellipsoidal quantum dot's small semiaxis. For the crossover states, it is shown that for the decreasing small semiaxis the photoluminescence emission peaks of exciton and biexciton shift to the higher energies, but the intensities remain constant. Finally, with the increase of temperature, the photoluminescence emission peaks and intensities become lower. The radiative lifetime of biexciton in ellipsoid is estimated. © 2018","Biexciton; Binding energy; Exciton; Oblate ellipsoidal quantum dot; Photoluminescence; Recombination energy; Trion",Article,,Scopus,2-s2.0-85053444055
"Hesselink L.X.W., Chappin E.J.L.","57204005128;24467586000;","Adoption of energy efficient technologies by households – Barriers, policies and agent-based modelling studies",2019,"Renewable and Sustainable Energy Reviews","99",,,"29","41",,,"10.1016/j.rser.2018.09.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054014976&doi=10.1016%2fj.rser.2018.09.031&partnerID=40&md5=56c4c044174defbf04da1e5f3b6f25c8","Increasing the adoption of energy efficient technologies by households is one of the formulated strategies to reduce greenhouse gas emissions. This paper presents a systematic review of agent-based modelling studies on the adoption of energy efficiency by households. It starts with an overview of barriers for adoption, of energy efficiency policies, energy efficiency model types. Afterwards, an analysis is given of technologies modelled, policies simulated, decision-making theories included, and the use of empirical data. An overview is presented of how technologies, barriers and policies relate in the models. Furthermore, the core policy recommendations from existing models are presented. The analysis shows that the reviewed studies predominantly focus on a subset of barriers – a lack of capital, a lack of information, high upfront cost, ignorance, inertia and other priorities. So far, agent-based models have focused on how subsidies, technology bans and information campaigns influence energy efficiency adoption. There is ample opportunity for future agent-based modelling research on energy efficiency adoption policy by studying other residential technologies, other barriers, and other policies that fit the agent-based modelling paradigm well. © 2018 The Authors","Adoption barriers; Agent-based models; Energy efficiency policy; Energy efficient technology; Literature review",Article,,Scopus,2-s2.0-85054014976
"Esmailzadeh E., Younesian D., Askari H.","7005681839;55917823500;36004532900;","Energy balance methods",2019,"Solid Mechanics and its Applications","252",,,"73","122",,,"10.1007/978-94-024-1542-1_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049381741&doi=10.1007%2f978-94-024-1542-1_3&partnerID=40&md5=05f2a411146600367c2ef86cb1adfd5d","Most of semi-analytical techniques, based on Energy Balance method (EBM), are presented in this chapter and the fundamental of Energy Balance method and its modified version, based on the Galerkin and Petrov–Galerkin approaches, are discussed. The first-, second- and the third-order Hamiltonian approaches are comprehensively illustrated and the Rational Energy Balance method, as a potent technique for solving nonlinear oscillators, is presented. The applications of the above-mentioned techniques for solving a large number of nonlinear differential equations with applications in structural vibrations, nano systems and fluid sloshing have been fully discussed. More than twenty examples, based on the recently published works in the area of nonlinear oscillations, are selected to reiterate the important potential of Energy Balance method in analyzing the nonlinear systems. © 2019, Springer Nature B.V.","Energy balance method; Fluid sloshing; Hamiltonian approach; Nano systems; Petrov–Galerkin approach; Rational energy balance method",Book Chapter,,Scopus,2-s2.0-85049381741
"Ariztia T., Fonseca F., Bernasconi O.","55939293700;57194535000;36597890400;","Heating ecologies: Resituating stocking and maintenance in domestic heating",2019,"Energy Research and Social Science","47",,,"128","136",,,"10.1016/j.erss.2018.08.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053835232&doi=10.1016%2fj.erss.2018.08.023&partnerID=40&md5=3f27b1442c3e4d0189eef751bc3f610a","This article focuses on describing the different domestic and non-domestic practices and infrastructures through which heating is organized in domestic settings. Based on recent scholarly work interested in researching the interlinks between domestic heating use and non-domestic energy practices and infrastructures, it proposes to understand domestic heating as the practical outcome of existing heating ecologies, which are defined as the dynamic interrelations of in-home and out-home heating infrastructures and practices. The argument empirically unfolds using material from six months of ethnographic fieldwork that focused on a heater replacement policy program in central and southern Chile. Using the data we collected from participant observation and follow-up interviews, we describe the installation phase and establishment of new less polluting heaters, as well as how the installation of those new heaters problematizes and redefines preexisting heating ecologies that constitute domestic and non-domestic practices and infrastructures linked to firewood heating. We focus on two specific aspects of this change which proved to be particularly relevant in terms of the adoption of the new heaters: first, the change in the infrastructures and practices of fuel provision and, second, the change in the infrastructures and practices of maintenance and repair. The article ends by suggesting that further understanding of heating ecologies — their dynamics and changes — could be a critical element for explaining the success or failure of low carbon domestic technological transitions and policy intervention. © 2018 Elsevier Ltd","Energy consumption; Energy ecologies; Energy infrastructures; Energy transition policies; Firewood heating; Heating; Heating practices; Heating transitions; Kerosene heating; Marketization; Repair; Social practice theory; Social studies of energy; Social studies of heating; Technology acceptance",Article,,Scopus,2-s2.0-85053835232
"Lezhnuk P., Rubanenko O., Hunko I.","57202911450;55328350000;57193506786;","Optimal management of small hydroelectric plants power generation in local electrical systems",2019,"Lecture Notes in Mechanical Engineering","Part F2",,,"289","298",,,"10.1007/978-3-319-93587-4_30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049803049&doi=10.1007%2f978-3-319-93587-4_30&partnerID=40&md5=879a94a9c35a13bb6cc354460f0aa972","The number of renewable energy sources (photovoltaic power plants, small hydroelectric power plants and others) is growing rapidly. They transfer the generated electrical energy through the distribution networks of power supply companies. Therefore, the problem of calculating the normal modes of such electrical networks is urgent. This makes it possible to investigate the influence of renewable energy sources on the losses of electric power in distribution electrical networks. The given paper presents a mathematical model of active power losses of local electrical systems - electrical systems of power supply companies. The sources of electricity for such systems are not only powerful electric stations, but also renewable energy sources. Often these are distributed sources of energy. That is why optimal management of such sources is complex. The article shows the determination of insensitivity zones of the optimal points deviations in which the power fluxes are distributed to the change in the load power and generation in the nodes of local electrical systems. The mathematical expression is proposed where similarity criteria are used, it allows to analyze the influence of generation of the investigated renewable energy source on the losses of active power. The significance of these similarity criteria can be determined from the optimality conditions of the dual criterion programming problem with respect to the direct problem. It is expected that the account of calculation results of dead zones will enable to determine a renewable energy source, for instance, a small hydroelectric power station. Control of the generated power of the selected power plant at this time provides minimal losses of electrical energy of distributed electric networks. © 2019, Springer International Publishing AG, part of Springer Nature.","Distributed sources of energy; District electric networks; Electricity losses; Mathematical model; Matrix of branches in the nodes; Power lines; Renewable energy sources; The country’s energy",Book Chapter,,Scopus,2-s2.0-85049803049
"Chentouf M., Cherif L., Alaoui Ismaili Z.E.A.","57196041934;57196151756;57203460535;","Power-performance trade-off in 7 nm designs",2019,"Lecture Notes in Electrical Engineering","519",,,"290","297",,,"10.1007/978-981-13-1405-6_35","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051759305&doi=10.1007%2f978-981-13-1405-6_35&partnerID=40&md5=a4a6a657e6417377e8baec36b1f7e9ff","The need for long life battery powered devices has grown drastically in the last decade, and the power consumption has become a factor of equal importance as speed in measuring a circuit performance. To satisfy the demand of such increasing market, many technologies have emerged. And new Electronic Design Automation tools are developed to help the Integrated Circuits (IC) developers building devices with those new technologies in a reasonable time to reduce time to market of the product. But since the design complexity, size and density continue to increase, new power saving techniques need to be developed to compete in such challenging market. The 7 nm technological node which is currently the most advanced node has presented many difficulties, especially in physical design and verification phases. But also it gives a very good opportunity for power optimization due to the big electrical differences between its metal layers and the reduction of the overall parasitic capacitances. This paper presents the new implementation challenges faced after scaling to the 7 nm node and treats the Power-Performance relation chip in such advanced node to extract the best trade-off or the best Figure of Merit that define or describe the overall performance and efficiency of 7 nm SoCs. Characterization experiments were run on a 7 nm SoC and the results show that the best Power-Performance trade-off is achieved when the operating frequency is between 400 MHz and 1.5 GHz. Going for frequency greater than the optimal one scale the power consumption exponentially. And scale the frequency lesser than the optimal frequency impacts the circuit speed without benefiting that much the power consumption of the design. © 2019, Springer Nature Singapore Pte Ltd.","Efficiency; Electro-migration; Energy; Performance; Power consumption; Thermal dissipation; Tradeoff",Conference Paper,,Scopus,2-s2.0-85051759305
"Ferreira H.M.G., dos Santos I.C., de Melo Campos Neves C.","57193745300;24476542500;57202504945;","Opportunities for cooperation between Brazil and China in the Brazilian energy sector",2019,"Lecture Notes in Electrical Engineering","505",,,"992","997",,,"10.1007/978-3-319-91334-6_136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048566236&doi=10.1007%2f978-3-319-91334-6_136&partnerID=40&md5=c7dba7bbe9507283fb9dd994b310df00","With the increase of global competitiveness, the countries that reach a better economic situation tends to attract a network of international cooperation resulting from foreign direct investment. In this regard, China has achieved high level of attractiveness. As a partner of Brazil in a strategic sector such as energy, China has been acting in a way that has a relevant flow of exchange among countries. Energy is an important productive input and an item of great importance in household consumption. To guarantee adequate amount of energy for consumption requires strategic partnerships to ensure the energy security. Through a bibliographic analysis and based on secondary data, one can infer the range of opportunities offered by this partnership, from the process of merger and acquisition of companies to the perspective of job and income generation. © 2019, Springer International Publishing AG, part of Springer Nature.","Brazil and china; Energy sector; Opportunities for cooperation",Conference Paper,,Scopus,2-s2.0-85048566236
"Wemyss D., Cellina F., Lobsiger-Kägi E., de Luca V., Castri R.","57202425890;24174004400;56736979500;55362516800;57202418666;","Does it last? Long-term impacts of an app-based behavior change intervention on household electricity savings in Switzerland",2019,"Energy Research and Social Science","47",,,"16","27",,,"10.1016/j.erss.2018.08.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052873879&doi=10.1016%2fj.erss.2018.08.018&partnerID=40&md5=9feb3a3fdeb64d5e2d720e3efaaabe61","While various approaches are shown to be effective in reducing electricity use of end consumers during an intervention, few studies continue to track participants to evaluate whether these effects last and whether the same factors are still impactful in the long term. The present paper describes results one year after a behavior change intervention, called Social Power, aimed at reducing household electricity consumption using a gamified mobile application connected to a household's smart meter. Between February and May 2016, forty-two households in two Swiss cities were actively involved and monitored along with corresponding control group of forty households. The intervention engaged app users in a neighborhood challenge to complete electricity saving activities and realize their progress through electricity use visualization. One year after the intervention, electricity consumption was measured, and follow-up online surveys measured reported behavior and perceived injunctive norms of the participants. During the intervention, participants significantly reduced their electricity use, with respect to both historical consumption and the control groups. However, after one year it was found that the electricity savings achieved during the intervention were not maintained. In contrast, the participants reported their behavior as more efficient compared to before the intervention and still perceived the impact of the intervention in their community. This counter intuitive relation between the three measured variables is discussed, along with possible strategies to maintain the positive effects achieved in the short-term. © 2018 Elsevier Ltd","Behavior change; Energy consumption; Gamification; Long-term impacts",Article,,Scopus,2-s2.0-85052873879
"Hernández-F M., Batis C., Rivera J.A., Colchero M.A.","57204084925;57194576758;57204084589;56000885200;","Reduction in purchases of energy-dense nutrient-poor foods in Mexico associated with the introduction of a tax in 2014",2019,"Preventive Medicine","118",,,"16","22",,,"10.1016/j.ypmed.2018.09.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054444294&doi=10.1016%2fj.ypmed.2018.09.019&partnerID=40&md5=4b889481c4e641f3a2e26789deeb0d67","In 2014, an 8% tax on energy-dense nutrient-poor foods was implemented in Mexico with the aim of reducing its consumption. This paper estimated changes in household purchases of taxed food. We used the latest five waves of the nationally representative Mexican Income and Expenditure Survey (2008, 2010, 2012, 2014 and 2016). The analytic sample comprises 154,777 households. We estimated changes in purchases based on a before and after comparison. Results show a reduction in purchases of taxed food of −5.4 g/week per capita, equivalent to a relative reduction of −5.3% in the 2014 and 2016 waves compared to the 2008, 2010 and 2012 rounds. The largest relative reductions were in urban areas (−6.9%), among households with children (−7.0%), households where the head had an intermediate educational level (−9.9%) and the southern region (−14.8%). We did not find a significant reduction in rural areas. While there is a large heterogeneity, the fiscal instrument has been effective in reducing taxed food purchases and has generated substantial revenue that could be used to finance policies for the prevention and treatment of obesity. © 2018","Energy-dense nutrient-poor food; Food tax; Household purchases; Mexico",Article,,Scopus,2-s2.0-85054444294
"Raju C.P., Dhanalakshmi D.","57113205900;57204179522;","Selection of battery size by using power flow decision program for microgrids",2019,"Smart Innovation, Systems and Technologies","104",,,"581","590",,,"10.1007/978-981-13-1921-1_57","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054782308&doi=10.1007%2f978-981-13-1921-1_57&partnerID=40&md5=5935b4bef563ced8330262ae9e3280ec","This paper concentrates on determining the size of energy storage system (ESS) for microgrid (MG). Renewable energies are intermittent, and their productions are stochastic and can cause insufficiency in supply of electrical systems. Applying an ESS can alleviate impact of renewable energies. ESS acting a main function in the MG, it is advantageous to shave the high demand and store the excess energy. Sizing of ESS can be viewed as primary while considering ESS in the MG. The majority of MGs work in grid-connected mode. ESS is used to store additional power created by sustainable power sources for the duration of low demand period and redispatching during high demand period. To determine size of an ESS, the aim is to minimize total annual operating cost, and this can be accomplished by using power flow decision. © Springer Nature Singapore Pte Ltd. 2019.","Energy storage system (ESS); ESS sizing; Power flow decision",Conference Paper,,Scopus,2-s2.0-85054782308
"Choe H., Yoe H.","57203758191;22434243600;","Optimal energy management system design for smart cattle shed",2019,"Studies in Computational Intelligence","790",,,"66","75",,,"10.1007/978-3-319-98367-7_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052883981&doi=10.1007%2f978-3-319-98367-7_6&partnerID=40&md5=e48d574555961c216ac47469b69b5cb2","As the importance of energy consumption has recently increased, even Cattle shed facilities are using a lot of energy to grow livestock. However, as the energy consumption increases, wasted energy is generated, which is a big problem. To solve these problems, we designed the optimal energy management system using ICBM technology. Data from IoT sensors and controllers are collected within smart cattle shed and classified through analysis of Big Data in the database. The classification of data is from cloud systems to derive optimal energy management methods through SVR algorithms. And displays the results to the user on the mobile, allowing them to monitor the power value and control the device via the mobile. Through the designed system, the energy consumption of existing smart cattle shed compared to a barn applied with an optimal energy management system, there is not much difference when the usage is high. When the usage is low, it is set to use only the optimum energy and there are many differences. By analyzing the information of the surrounding environment through the design, it is possible to manage the optimum energy anytime and anywhere in real time, by providing power usage guidelines for smart cattle shed, energy usage and energy costs (power charges) can be saved. © 2019, Springer Nature Switzerland AG.","Big data; Cloud; Energy management; IoT; Smart cattle shed",Book Chapter,,Scopus,2-s2.0-85052883981
"Mandal T., Ahmed M., Yin H., Ji R.","56602440600;55889379100;55329947000;56071399800;","Hybrid approach to characterize reflective cracking in airport pavements",2019,"RILEM Bookseries","20",,,"269","274",,,"10.1007/978-3-030-00476-7_42","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053404480&doi=10.1007%2f978-3-030-00476-7_42&partnerID=40&md5=a92b621096da5aa8409a0af51bd18528","In airfields, reflective cracking is one of the major distresses in asphalt overlays which are placed on rigid pavements, cracked asphalt pavements, and even in asphalt layers with cement-treated base pavements. Recently, a comprehensive laboratory testing program to characterize reflective cracking was conducted at the Federal Aviation Administration (FAA) NextGen Pavement Materials Laboratory. All tests were conducted on field extracted hot mix asphalt (HMA) cores. Test data from the customized overlay tester (OT) showed an excellent correlation between the Dissipated Energy (DE) and fracture parameters for specimens tested with different maximum crack opening displacement (or displacement rate). Parallel to the laboratory study, a finite element (FE) modeling effort was also carried out. The developed 2D FE model was not only capable of simulating the OT test but also accurately compute the fracture parameters, which consequently can be used to predict the fatigue performance of HMA specimens using empirical equations developed from laboratory testing. © 2019, RILEM.","Customized overlay tester; Dissipated energy; FEM; Reflective cracking",Book Chapter,,Scopus,2-s2.0-85053404480
"Kinnon M.M., Zhu S., Carreras-Sospedra M., Soukup J.V., Dabdub D., Samuelsen G.S., Brouwer J.","37020211900;56673220400;8610135900;57204038182;7003936713;7006399777;57202732891;","Considering future regional air quality impacts of the transportation sector",2019,"Energy Policy","124",,,"63","80",,,"10.1016/j.enpol.2018.09.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054180895&doi=10.1016%2fj.enpol.2018.09.011&partnerID=40&md5=091443b901a061fe6dc3dbcaff0e3b3f","Regional air pollution is strongly impacted by transportation emissions. Policy mechanisms to reduce emissions are required to reach environmental quality goals. Projecting the drivers (e.g., technical, economic, societal, regulatory) that will impact future emissions is challenging, and assessing regional air quality (AQ) is complicated by the need for detailed modeling tools and data inputs to simulate chemistry and transport of pollutants. This work assesses the contribution of emissions from transportation sources to ground-level concentrations of ozone and fine particulate matter via two methods. First, impacts are quantified for three U.S. regions including California using output from an economic optimization model to grow a base year emissions inventory to 2055. Second, impacts are considered for California using state-level projections with an updated emissions inventory and modeling suite in 2035. For both, advanced AQ models are used, showing that the impacts of light duty vehicles are moderate, reflecting shifts to more efficient and lower emitting technologies. In contrast, heavy duty vehicles, ships, and off-road equipment are associated with important ozone and PM2.5 burdens. Emissions from petroleum fuel production and distribution activities also have notable impacts on ozone and PM2.5. These transportation sub-sectors should be the focus of future emissions reduction policies. © 2018 Elsevier Ltd","Air quality; Energy projection; Ozone; Particulate matter; Transportation policy",Article,,Scopus,2-s2.0-85054180895
"Yılmaz Balaman Ş., Scott J., Matopoulos A., Wright D.G.","56224123400;55194607700;8387876000;55821549900;","Incentivising bioenergy production: Economic and environmental insights from a regional optimization methodology",2019,"Renewable Energy","130",,,"867","880",,1,"10.1016/j.renene.2018.06.083","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053047833&doi=10.1016%2fj.renene.2018.06.083&partnerID=40&md5=614187380eff46511fd5a827dd55f75e","In conjunction with the European Union (EU) targets, the United Kingdom (UK) Government has introduced a range of mechanisms to foster the development and deployment of low carbon energy technologies and markets. This study focuses on the three main financial incentive schemes to promote renewable energy sector in the UK for electricity, heat and fuel production from renewables, namely feed-in tariff (FiT), Renewable Heat Incentive (RHI) and Renewables Obligation Certificate (RoC), considering the fact that optimal policy design depends on effective analyses of the impacts of incentives on the performance of renewable energy systems. The effects of potential changes in these incentive schemes on the economic and environmental performance of bioenergy sector are investigated using an analytical methodology. The methodology integrates fuzzy decision making and multi objective mathematical modelling in the same framework to capture uncertainties in the system parameters as well as economic and environmental sustainability aspects. Computational experiments are performed on bioenergy production using the entire West Midlands Region in the UK as case study region. The results reveal that the changes in incentive policies have a significant impact on the profitability of the supply chain, whereas environmental performance of the supply chain in terms of total GHG emissions is the least affected performance indicator by the changes in the incentive policies. © 2018 Elsevier Ltd","Bioenergy; Financial incentives; Optimization; Policy making; Renewable energy; United Kingdom",Article,,Scopus,2-s2.0-85053047833
"Narula K.","6506432562;","Ships as workhorses of energy trade",2019,"Lecture Notes in Energy","68",,,"95","115",,,"10.1007/978-981-13-1589-3_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051222539&doi=10.1007%2f978-981-13-1589-3_5&partnerID=40&md5=a6329547c09c5de31c31826deaf1fc20","This chapter discusses ships as workhorses of energy trade. Ships are used to carry three important energy commodities, viz. coal, crude oil and oil products and LNG. These ships are different as they carry specific cargo and cannot be interchanged. The types and classification of ships and their role in transportation of energy commodities are presented. The size, prices, construction, loading operations, important routes and ports for bulk carriers for coal, oil tankers and gas carriers are elucidated in detail. Market dynamics, such as one-way journey, ship chartering, operating costs, fleet productivity and impact of cabotage on energy trade, is highlighted. Bulk carriers, oil tankers and gas carriers make up a significant component of the shipping sector and contributes to a large share of global energy trade. The chapter concludes that ships are workhorses of energy trade and contributes significantly to sustainable energy security. © Springer Nature Singapore Pte Ltd. 2019.","Bulk carriers; Energy trade; LNG carriers; Oil tankers; Ship chartering",Book Chapter,,Scopus,2-s2.0-85051222539
"Pospíšil J., Charvát P., Arsenyeva O., Klimeš L., Špiláček M., Klemeš J.J.","35568432100;54789389900;22033364500;55259815100;56082792100;56903012000;","Energy demand of liquefaction and regasification of natural gas and the potential of LNG for operative thermal energy storage",2019,"Renewable and Sustainable Energy Reviews","99",,,"1","15",,,"10.1016/j.rser.2018.09.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053819849&doi=10.1016%2fj.rser.2018.09.027&partnerID=40&md5=f66a5292fd23c15f90100c1c32dcb5f1","The world trade volume of Liquefied Natural Gas (LNG) is increasing year by year. Unlike gaseous natural gas (NG), which is transported through a fixed network of pipelines, LNG offers more flexibility to both the exporters and the importers as it can be transported between any pair of exporting and receiving LNG terminals. The LNG process, consisting of liquefaction, transportation, storage, and regasification of LNG, is accompanied by certain energy demands. The paper focuses on the evaluation of the chain of energy transformations involved in the LNG process. Based on the review of existing information, the entire process is evaluated from the view of the potential use of LNG for direct storage of cold and indirect storage of power. The analysis of the existing data shows that the overall efficiency of using LNG for operative energy storage depends very much on the technologies involved and on the overall capacity of the particular technology. The combination of energy-efficient liquefaction technologies and regasification technologies with energy recovery makes it possible to employ LNG as an energy storage medium even when transported over large distances. © 2018 Elsevier Ltd","Cooling; Energy storage; Liquefied natural gas; LNG; Power; Regasification",Review,,Scopus,2-s2.0-85053819849
"Mathur S.P.S., Arya A., dubey M.","57195303781;36809147600;12143229500;","Impact of emission trading on optimal bidding of price takers in a competitive energy market",2019,"Advances in Intelligent Systems and Computing","741",,,"171","180",,,"10.1007/978-981-13-0761-4_18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053239580&doi=10.1007%2f978-981-13-0761-4_18&partnerID=40&md5=d260df45519bdc082e1ffd20a19aec04","All over the world, electricity sector emerged as the main source of GHG emission. Emission trading scheme and Renewable support schemes are the main schemes to diminish Greenhouse Gas emissions, which is adopted by various countries and some developed countries or regions are going to be implementing. In the first part, this paper depicts the summary of several obligatory greenhouse gases trading schemes adopted by the various countries worldwide and their future trends in carbon trading. The second part evaluated the optimal bidding of thermal power plant in a competitive energy market with the strategy that considering the impact of CO2 emission in an emission trading market. In this paper, a stochastic optimization model is presented with the theory that the pdf of rival’s bidding are known. For this purpose, in a sealed auction with considering the impact of CO2 emission trading a nature-inspired new genetic algorithm approach has been employed in a day-ahead market to solve the optimization problem with symmetrical and unsymmetrical information of rivals. The feasibility of the proposed method is checked by an IEEE-30 bus system with six generators. © Springer Nature Singapore Pte Ltd. 2019.","Competitive energy market; Emission trading schemes; Genetic algorithm",Conference Paper,,Scopus,2-s2.0-85053239580
"Raji R., Kumar R.G.A., Gopchandran K.G.","14825635300;55858749900;55893768000;","Influence of local structure on luminescence dynamics of red emitting ZnO:Eu3+ nanostructures and its Judd-Ofelt analysis",2019,"Journal of Luminescence","205",,,"179","189",,,"10.1016/j.jlumin.2018.09.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053192613&doi=10.1016%2fj.jlumin.2018.09.002&partnerID=40&md5=942134cf126ead5781c91290685641b4","Red emitting ZnO:Eu3+ nanostructures were synthesized by co-precipitation method. X-ray diffraction and Raman spectra indicated the formation of hexagonal wurtzite structure with preferential growth along (101) crystal plane. It is found that Eu3+ incorporation alter the morphology of the ZnO:Eu3+ nanostructures from rod to flower-like structures. The existence of trivalent europium ions in the ZnO lattice was confirmed by X-ray photoelectron spectroscopy. A defect-mediated energy transfer pathway from the ZnO host to the Eu3+ ions was identified in ZnO:Eu3+ nanoparticles, when excited with He-Cd laser of wavelength 442 nm. The observed intense red emission was due to intra 4f-4f transitions of Eu3+ ions. The emission intensity of ZnO:Eu3+ nanostructures was found to increase with europium content up to 2 at%, beyond that quenching was observed and is attributed to the multipole-multipole interactions. Life time measurements of all samples revealed the single exponential behaviour of luminescence decay profiles. Higher value of Judd-Ofelt intensity parameter (Ω2) and asymmetric ratio obtained indicated the reduction in symmetry around Eu3+ ions in these phosphors. CIE chromaticity and correlated color temperature analysis of these ZnO:Eu3+ nanoparticles have shown that the emission is in the red region with high color purity. © 2018 Elsevier B.V.","Crystal structure; Energy transfer; Judd-Ofelt; Luminescence; Raman",Article,,Scopus,2-s2.0-85053192613
"Karl A.A.W., Maslesa E., Birkved M.","57204143079;55840546200;16174563600;","Environmental performance assessment of the use stage of buildings using dynamic high-resolution energy consumption and data on grid composition",2019,"Building and Environment","147",,,"97","107",,,"10.1016/j.buildenv.2018.09.042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054627962&doi=10.1016%2fj.buildenv.2018.09.042&partnerID=40&md5=41f32ed6ea9d0ecceea38cc0f417066d","During the use stage of buildings, their consumption of electricity has proved to influence considerably their environmental performance. The impacts associated with using electricity are directly related to the electricity grid that delivers the power and hence are also closely associated with the impacts induced by the production of each kWh delivered to the grid. Life cycle assessment (LCA) usually does not account for the variations in the energy sources that supply an electricity grid every day, month and year. This study addresses the dynamic nature of electricity grids and accounts for the source variations in electricity production using electricity grid data at high temporal resolutions. The study compares inventory data on electricity grid composition at hourly, daily and monthly resolutions with the conventional yearly average grid compositions from the ecoinvent database. The high-resolution electricity grid inventory data are subsequently paired with data sets for electricity consumption by buildings with matching resolutions in order to quantify the differences in the environmental performance of buildings resulting from the application of temporally high-resolution grid data. Finally, environmental building performance (EBP) calculated using high-resolution grids is compared to EBPs generated from conventional data resolutions. The results indicate that the contribution to global warming potential is closely related to the data resolution of the grid composition and that the EBP may be overestimated by up to a factor of two when compared with conventional grid inventory data with yearly (i.e. low) data resolutions. © 2018 Elsevier Ltd","Building; Consumption data; Dynamic LCA; Energy; Environmental performance",Article,,Scopus,2-s2.0-85054627962
